drug_id,especie,semilla,n_semilla
281573,10,nula,0
282305,10,nula,0
282597,10,nula,0
283978,10,nula,0
285718,10,nula,0
287827,10,nula,0
288385,10,informativa,2
288684,10,no informativa,4
289203,10,nula,0
291465,10,nula,0
293106,10,nula,0
293182,10,no informativa,4
293238,10,nula,0
293615,10,nula,0
294670,10,nula,0
294985,10,nula,0
295855,10,no informativa,25
297014,10,nula,0
297319,10,nula,0
297339,10,no informativa,2
297653,10,nula,0
298116,10,informativa,353
298427,10,nula,0
298604,10,nula,0
299341,10,nula,0
299577,10,nula,0
299966,10,nula,0
299992,10,informativa,2
300965,10,informativa,2
301060,10,nula,0
302357,10,nula,0
303067,10,no informativa,2
303882,10,no informativa,3
304572,10,nula,0
306099,10,nula,0
306633,10,nula,0
306873,10,no informativa,4
307298,10,nula,0
307679,10,nula,0
307751,10,nula,0
310007,10,informativa,2
311219,10,informativa,2
311226,10,nula,0
311248,10,nula,0
311607,10,no informativa,2
313087,10,nula,0
315076,10,nula,0
316352,10,informativa,3
316668,10,no informativa,3
316710,10,nula,0
319035,10,nula,0
320006,10,nula,0
321876,10,nula,0
322457,10,nula,0
323180,10,nula,0
323769,10,nula,0
325017,10,informativa,2
325713,10,no informativa,2
326505,10,nula,0
326537,10,no informativa,3
326615,10,nula,0
327506,10,nula,0
328549,10,nula,0
329644,10,nula,0
330127,10,no informativa,4
331211,10,nula,0
331685,10,nula,0
331935,10,no informativa,13
332656,10,no informativa,8
333060,10,no informativa,8
333588,10,nula,0
334181,10,nula,0
334766,10,no informativa,4
334890,10,nula,0
337101,10,nula,0
338426,10,nula,0
338661,10,informativa,3
340267,10,informativa,2
342571,10,nula,0
343015,10,no informativa,9
343404,10,no informativa,4
344037,10,nula,0
346422,10,no informativa,2
346491,10,informativa,7
346830,10,nula,0
347030,10,nula,0
348313,10,nula,0
348477,10,nula,0
348537,10,nula,0
348553,10,no informativa,14
350139,10,nula,0
350393,10,no informativa,4
350676,10,nula,0
350917,10,nula,0
353318,10,nula,0
355272,10,informativa,7
357322,10,informativa,6
359314,10,no informativa,6
359742,10,nula,0
360247,10,nula,0
360424,10,informativa,4
360640,10,nula,0
360736,10,nula,0
366165,10,nula,0
367063,10,nula,0
368188,10,nula,0
368228,10,no informativa,30
369297,10,informativa,4
370394,10,informativa,5
371552,10,nula,0
372720,10,nula,0
373890,10,no informativa,2
378006,10,nula,0
379738,10,nula,0
382237,10,nula,0
383217,10,nula,0
383798,10,no informativa,3
384015,10,no informativa,8
384540,10,nula,0
384627,10,nula,0
386780,10,nula,0
387289,10,nula,0
388811,10,no informativa,6
389703,10,nula,0
389937,10,informativa,7
389985,10,nula,0
390599,10,informativa,3
391029,10,nula,0
391481,10,no informativa,2
391687,10,no informativa,3
391853,10,no informativa,7
393102,10,nula,0
393370,10,no informativa,3
394886,10,no informativa,7
394945,10,nula,0
394994,10,nula,0
395001,10,nula,0
395230,10,nula,0
395287,10,nula,0
396628,10,nula,0
397321,10,no informativa,3
398654,10,nula,0
400492,10,no informativa,2
400643,10,nula,0
401355,10,informativa,107
402682,10,nula,0
403103,10,no informativa,4
403988,10,informativa,242
404782,10,nula,0
406226,10,no informativa,5
406409,10,nula,0
407846,10,nula,0
410115,10,nula,0
410272,10,no informativa,49
410819,10,nula,0
412013,10,informativa,2
412325,10,nula,0
412705,10,nula,0
413257,10,nula,0
414368,10,nula,0
414657,10,no informativa,3
415329,10,nula,0
416481,10,informativa,5
417587,10,nula,0
418136,10,no informativa,3
420157,10,nula,0
422031,10,no informativa,4
422536,10,no informativa,2
422975,10,nula,0
423332,10,informativa,2
423536,10,nula,0
424003,10,nula,0
424806,10,nula,0
424809,10,nula,0
425331,10,nula,0
426958,10,nula,0
427295,10,no informativa,5
427541,10,nula,0
427614,10,informativa,10
428737,10,informativa,11
431417,10,nula,0
432638,10,nula,0
433060,10,informativa,4
433501,10,nula,0
434440,10,nula,0
436258,10,nula,0
436417,10,nula,0
436483,10,no informativa,830
437251,10,no informativa,5
438250,10,nula,0
439211,10,no informativa,8
440878,10,no informativa,3
442055,10,nula,0
442959,10,informativa,5
444255,10,nula,0
444554,10,informativa,4
445172,10,nula,0
445803,10,nula,0
446054,10,informativa,2
446587,10,nula,0
446863,10,nula,0
446902,10,informativa,3
448635,10,no informativa,1
449029,10,nula,0
449568,10,no informativa,3
451468,10,no informativa,7
451735,10,nula,0
453855,10,informativa,3
456384,10,no informativa,2
456466,10,nula,0
456747,10,no informativa,3
456837,10,nula,0
456893,10,no informativa,30
457031,10,nula,0
459555,10,nula,0
460458,10,nula,0
460721,10,informativa,2
462566,10,nula,0
462589,10,nula,0
462677,10,informativa,5
462985,10,nula,0
463105,10,informativa,12
463221,10,no informativa,2
463334,10,nula,0
464049,10,nula,0
464790,10,nula,0
465291,10,no informativa,9
465515,10,nula,0
465627,10,nula,0
465737,10,nula,0
466765,10,nula,0
467781,10,nula,0
467838,10,informativa,77
469116,10,nula,0
470223,10,nula,0
470504,10,no informativa,4
471519,10,no informativa,3
471715,10,nula,0
472063,10,nula,0
472708,10,no informativa,129
473469,10,nula,0
474023,10,nula,0
474300,10,nula,0
475051,10,nula,0
478738,10,nula,0
480814,10,nula,0
480914,10,nula,0
481628,10,nula,0
482080,10,nula,0
482486,10,nula,0
482567,10,nula,0
483091,10,nula,0
483417,10,nula,0
485409,10,nula,0
485799,10,no informativa,10
487513,10,nula,0
487665,10,nula,0
488841,10,informativa,2
489302,10,nula,0
491330,10,no informativa,3
491894,10,nula,0
493687,10,no informativa,6
494312,10,nula,0
494432,10,nula,0
494888,10,nula,0
494917,10,nula,0
499393,10,nula,0
500327,10,nula,0
501699,10,no informativa,5
501717,10,nula,0
505576,10,no informativa,8
506571,10,informativa,4
508267,10,nula,0
510971,10,nula,0
511669,10,informativa,2
511760,10,informativa,2
513141,10,nula,0
513774,10,nula,0
513923,10,no informativa,7
514167,10,informativa,10
515169,10,no informativa,4
515545,10,nula,0
515549,10,nula,0
516954,10,nula,0
517461,10,nula,0
518245,10,nula,0
518289,10,nula,0
518464,10,nula,0
519458,10,no informativa,8
519698,10,informativa,3
520285,10,nula,0
520744,10,nula,0
521567,10,no informativa,7
521806,10,informativa,13
523485,10,nula,0
524470,10,informativa,4
524871,10,nula,0
525261,10,no informativa,5
525506,10,nula,0
525899,10,no informativa,6
526230,10,informativa,14
527021,10,nula,0
529983,10,nula,0
530199,10,nula,0
530483,10,nula,0
531995,10,nula,0
532969,10,nula,0
533374,10,nula,0
534025,10,nula,0
534273,10,nula,0
536286,10,nula,0
536953,10,no informativa,3
539013,10,nula,0
540390,10,nula,0
541736,10,nula,0
543278,10,no informativa,4
545378,10,nula,0
547894,10,nula,0
549008,10,nula,0
549025,10,no informativa,2
550058,10,informativa,16
550957,10,no informativa,2
551926,10,nula,0
552402,10,informativa,3
552506,10,informativa,3
552750,10,nula,0
553101,10,nula,0
553256,10,informativa,5
553263,10,nula,0
553349,10,informativa,5
554001,10,nula,0
555620,10,nula,0
555979,10,nula,0
556234,10,nula,0
558474,10,nula,0
559010,10,informativa,6
560558,10,informativa,5
563211,10,nula,0
563306,10,nula,0
565834,10,informativa,8
566658,10,nula,0
567098,10,nula,0
568759,10,nula,0
570576,10,nula,0
570837,10,nula,0
571210,10,informativa,5
571519,10,nula,0
571627,10,no informativa,6
572432,10,informativa,4
572845,10,nula,0
574819,10,nula,0
576810,10,nula,0
580776,10,nula,0
582256,10,nula,0
582553,10,informativa,2
585046,10,nula,0
585828,10,nula,0
586188,10,no informativa,2
586286,10,informativa,55
586364,10,informativa,2
587900,10,nula,0
588583,10,no informativa,5
589202,10,informativa,7
591067,10,nula,0
591075,10,no informativa,3
596373,10,nula,0
597773,10,nula,0
598655,10,informativa,5
599185,10,nula,0
600139,10,nula,0
600533,10,nula,0
601688,10,informativa,13
602725,10,no informativa,2
603140,10,no informativa,3
603656,10,nula,0
604349,10,nula,0
605176,10,nula,0
605572,10,no informativa,19
606364,10,nula,0
607326,10,informativa,5
608561,10,informativa,3
608649,10,no informativa,6
608951,10,informativa,909
609692,10,nula,0
609925,10,nula,0
610005,10,nula,0
612328,10,nula,0
613398,10,nula,0
613755,10,nula,0
614654,10,no informativa,2
615771,10,informativa,7
615802,10,nula,0
615956,10,nula,0
616475,10,nula,0
618546,10,nula,0
619374,10,nula,0
620487,10,nula,0
620998,10,nula,0
621351,10,informativa,9
621511,10,no informativa,2
622492,10,nula,0
622544,10,nula,0
623121,10,nula,0
625480,10,nula,0
626832,10,nula,0
627729,10,nula,0
630436,10,nula,0
632975,10,nula,0
634782,10,no informativa,2
636187,10,nula,0
636604,10,nula,0
637534,10,nula,0
638150,10,nula,0
638556,10,nula,0
639454,10,nula,0
640181,10,no informativa,1
641340,10,nula,0
642589,10,nula,0
642899,10,nula,0
643927,10,no informativa,7
644031,10,nula,0
644638,10,nula,0
644802,10,no informativa,4
645564,10,nula,0
646190,10,nula,0
647490,10,nula,0
647883,10,nula,0
647935,10,informativa,8
648205,10,nula,0
648512,10,no informativa,4
648534,10,nula,0
648808,10,no informativa,2
649885,10,no informativa,8
650746,10,nula,0
651846,10,nula,0
652278,10,nula,0
653382,10,no informativa,6
654559,10,nula,0
654862,10,nula,0
655570,10,no informativa,4
658014,10,nula,0
658438,10,no informativa,25
658855,10,nula,0
661754,10,nula,0
661780,10,nula,0
662184,10,nula,0
664267,10,nula,0
664912,10,informativa,8
666649,10,nula,0
666745,10,nula,0
667060,10,nula,0
667196,10,informativa,3
667495,10,informativa,4
669261,10,nula,0
669350,10,informativa,14
671638,10,no informativa,2
673593,10,informativa,4
674222,10,no informativa,11
674528,10,nula,0
674913,10,no informativa,17
675506,10,nula,0
676290,10,nula,0
676838,10,informativa,4
678434,10,nula,0
679190,10,informativa,10
681025,10,no informativa,2
681057,10,informativa,2
681244,10,nula,0
681814,10,no informativa,2
682574,10,no informativa,2
683328,10,nula,0
683605,10,no informativa,5
683897,10,no informativa,4
684869,10,informativa,198
684968,10,nula,0
686029,10,nula,0
686389,10,nula,0
686855,10,nula,0
688686,10,nula,0
690125,10,no informativa,5
690274,10,nula,0
694136,10,nula,0
694776,10,nula,0
694780,10,informativa,4
695188,10,nula,0
695369,10,nula,0
695416,10,no informativa,260
695491,10,no informativa,2
695561,10,no informativa,5
695865,10,nula,0
696317,10,no informativa,490
696631,10,informativa,7
697389,10,nula,0
697747,10,nula,0
697884,10,no informativa,4
699143,10,nula,0
699923,10,nula,0
700002,10,nula,0
700956,10,nula,0
701576,10,nula,0
702369,10,nula,0
702571,10,nula,0
706006,10,informativa,5
707074,10,informativa,2
707304,10,no informativa,3
707683,10,informativa,3
707845,10,nula,0
707853,10,nula,0
708849,10,nula,0
710716,10,informativa,2
710800,10,no informativa,5
716564,10,no informativa,2
718268,10,nula,0
718978,10,nula,0
723510,10,nula,0
723619,10,informativa,9
724575,10,nula,0
724744,10,nula,0
725365,10,nula,0
726083,10,nula,0
726800,10,nula,0
727264,10,informativa,7
727504,10,no informativa,2
729927,10,nula,0
730371,10,no informativa,5
730726,10,no informativa,3
731144,10,nula,0
731618,10,informativa,6
732904,10,informativa,3
733148,10,nula,0
733949,10,no informativa,4
735787,10,no informativa,3
735809,10,nula,0
737140,10,no informativa,2
737221,10,nula,0
737459,10,nula,0
738331,10,nula,0
738597,10,nula,0
739268,10,nula,0
739781,10,nula,0
740192,10,nula,0
740825,10,nula,0
742815,10,nula,0
743589,10,no informativa,5
744367,10,nula,0
745575,10,nula,0
745874,10,nula,0
747050,10,no informativa,3
747098,10,nula,0
748001,10,nula,0
748020,10,nula,0
748227,10,nula,0
749341,10,no informativa,105
749510,10,nula,0
750458,10,informativa,8
750525,10,nula,0
750750,10,informativa,2
750884,10,nula,0
751137,10,nula,0
753264,10,nula,0
755039,10,nula,0
755932,10,nula,0
756155,10,nula,0
756275,10,nula,0
757955,10,no informativa,4
758034,10,nula,0
759007,10,nula,0
759334,10,informativa,8
759396,10,nula,0
762284,10,no informativa,4
762474,10,informativa,5
763645,10,nula,0
765394,10,informativa,12
766351,10,nula,0
766562,10,nula,0
766918,10,nula,0
766944,10,nula,0
768220,10,nula,0
769802,10,nula,0
770706,10,informativa,8
771061,10,no informativa,4
771875,10,nula,0
773307,10,nula,0
773623,10,nula,0
773832,10,no informativa,4
776022,10,no informativa,2
776759,10,nula,0
777708,10,nula,0
777950,10,no informativa,25
778349,10,no informativa,369
779051,10,informativa,10
779223,10,nula,0
779344,10,nula,0
781544,10,nula,0
781707,10,nula,0
781920,10,nula,0
782700,10,nula,0
783067,10,nula,0
783594,10,nula,0
784359,10,nula,0
785238,10,nula,0
788151,10,nula,0
788396,10,no informativa,4
788791,10,nula,0
789443,10,nula,0
792213,10,no informativa,4
793175,10,nula,0
793255,10,nula,0
793881,10,nula,0
793988,10,informativa,5
794402,10,nula,0
795069,10,nula,0
795302,10,informativa,12
796618,10,nula,0
799155,10,nula,0
799667,10,no informativa,3
799974,10,nula,0
800310,10,nula,0
801432,10,nula,0
802427,10,nula,0
803053,10,nula,0
804252,10,nula,0
804255,10,nula,0
804265,10,informativa,3
804675,10,nula,0
805881,10,nula,0
806160,10,informativa,3
807981,10,nula,0
808661,10,informativa,240
809087,10,nula,0
809182,10,no informativa,2
809831,10,nula,0
810900,10,no informativa,13
815287,10,nula,0
815458,10,no informativa,7
815474,10,nula,0
817019,10,nula,0
817139,10,nula,0
820246,10,no informativa,4
821007,10,nula,0
821856,10,nula,0
822300,10,nula,0
823364,10,nula,0
825407,10,nula,0
825416,10,no informativa,2
825423,10,nula,0
825544,10,no informativa,3
826474,10,nula,0
826798,10,nula,0
828001,10,nula,0
828020,10,nula,0
828208,10,nula,0
828215,10,no informativa,4
829110,10,nula,0
829481,10,nula,0
830280,10,nula,0
830448,10,no informativa,4
830753,10,nula,0
1629,15,nula,0
7845,15,informativa,2
13035,15,informativa,2
20692,15,nula,0
26405,15,nula,0
33769,15,nula,0
37217,15,nula,0
38736,15,informativa,8
39924,15,nula,0
42228,15,informativa,16
48130,15,informativa,10
51445,15,informativa,256
58803,15,nula,0
68019,15,informativa,2
68371,15,informativa,861
70083,15,informativa,2
72799,15,nula,0
73525,15,nula,0
76212,15,informativa,8
78753,15,nula,0
78799,15,nula,0
85501,15,nula,0
91995,15,informativa,2
92303,15,nula,0
97912,15,nula,0
109391,15,nula,0
111235,15,nula,0
111752,15,nula,0
117002,15,nula,0
120333,15,informativa,3
123000,15,nula,0
128057,15,nula,0
133994,15,nula,0
137226,15,nula,0
144385,15,informativa,139
153789,15,nula,0
154722,15,nula,0
156577,15,nula,0
156953,15,informativa,2
157452,15,nula,0
159148,15,nula,0
163654,15,nula,0
164680,15,no informativa,7
165713,15,nula,0
167152,15,nula,0
169136,15,nula,0
171230,15,nula,0
172890,15,nula,0
185651,15,nula,0
186253,15,nula,0
194973,15,informativa,12
198506,15,informativa,14
198687,15,nula,0
204078,15,informativa,2
205137,15,nula,0
214452,15,no informativa,5
216333,15,nula,0
217801,15,nula,0
219647,15,nula,0
219944,15,no informativa,29
223448,15,informativa,2
223455,15,informativa,2
223630,15,nula,0
224808,15,nula,0
228000,15,informativa,19
231108,15,nula,0
232242,15,nula,0
238269,15,nula,0
242414,15,nula,0
245674,15,informativa,8
247083,15,nula,0
252879,15,informativa,2
253822,15,nula,0
265271,15,nula,0
266458,15,nula,0
267586,15,informativa,2
268750,15,nula,0
270822,15,nula,0
271087,15,informativa,2
273463,15,nula,0
276185,15,nula,0
281963,15,informativa,2
283259,15,nula,0
283634,15,nula,0
284123,15,no informativa,31
285311,15,no informativa,8
286854,15,nula,0
288104,15,nula,0
293449,15,nula,0
295616,15,nula,0
297844,15,nula,0
299335,15,nula,0
304347,15,nula,0
320055,15,informativa,17
324503,15,informativa,2
330214,15,nula,0
335077,15,nula,0
340926,15,nula,0
341405,15,informativa,2
341557,15,informativa,3
343274,15,informativa,2
347480,15,nula,0
351151,15,nula,0
351160,15,nula,0
360013,15,informativa,2
368244,15,informativa,12
372117,15,informativa,2
372742,15,nula,0
372889,15,informativa,2
380139,15,nula,0
383595,15,informativa,2
388011,15,nula,0
392304,15,nula,0
392576,15,informativa,2
393356,15,nula,0
397693,15,nula,0
400487,15,nula,0
403395,15,nula,0
405595,15,nula,0
409893,15,informativa,2
411434,15,informativa,2
418902,15,no informativa,8
420402,15,nula,0
420906,15,no informativa,4
425304,15,nula,0
425554,15,nula,0
437299,15,informativa,3
438731,15,nula,0
441518,15,nula,0
443675,15,nula,0
452434,15,nula,0
452511,15,nula,0
454093,15,nula,0
459898,15,informativa,12
462556,15,nula,0
466226,15,nula,0
467636,15,informativa,8
470945,15,nula,0
476735,15,informativa,2
477233,15,nula,0
479172,15,informativa,2
486286,15,nula,0
493442,15,informativa,2
494719,15,nula,0
496265,15,no informativa,8
502375,15,nula,0
507601,15,nula,0
507755,15,nula,0
508649,15,informativa,12
514981,15,nula,0
517185,15,nula,0
522411,15,nula,0
529274,15,nula,0
531154,15,nula,0
532573,15,no informativa,6
534320,15,nula,0
539910,15,nula,0
540809,15,informativa,75
540936,15,nula,0
546076,15,informativa,2
547262,15,nula,0
548325,15,informativa,2
548724,15,no informativa,6
550909,15,nula,0
551782,15,nula,0
554573,15,nula,0
559860,15,no informativa,3
561302,15,informativa,9
562738,15,no informativa,246
563440,15,informativa,2
565251,15,nula,0
572006,15,nula,0
575704,15,nula,0
576359,15,nula,0
578231,15,nula,0
581515,15,nula,0
582792,15,informativa,2
583823,15,nula,0
585143,15,nula,0
590968,15,nula,0
590998,15,nula,0
592580,15,nula,0
598165,15,nula,0
603603,15,nula,0
603990,15,informativa,2
620154,15,nula,0
624850,15,nula,0
640522,15,nula,0
644557,15,nula,0
645377,15,informativa,840
649068,15,nula,0
657607,15,nula,0
664770,15,nula,0
666502,15,nula,0
668004,15,nula,0
669565,15,nula,0
681025,15,no informativa,2
688526,15,nula,0
692561,15,no informativa,3
692998,15,nula,0
696357,15,informativa,2
701517,15,no informativa,6
701741,15,nula,0
706131,15,nula,0
708889,15,nula,0
709736,15,informativa,2
711354,15,nula,0
716541,15,nula,0
717892,15,nula,0
718920,15,nula,0
719064,15,nula,0
723548,15,nula,0
728859,15,nula,0
730393,15,nula,0
731107,15,informativa,2
734514,15,nula,0
738739,15,no informativa,70
739539,15,nula,0
752520,15,no informativa,20
759998,15,informativa,2
762616,15,nula,0
764602,15,informativa,2
764850,15,informativa,3
768952,15,nula,0
772694,15,informativa,2
779350,15,nula,0
782855,15,nula,0
787310,15,nula,0
790286,15,informativa,2
795474,15,nula,0
807794,15,informativa,9
808493,15,nula,0
810833,15,informativa,12
815148,15,nula,0
829362,15,nula,0
830751,15,nula,0
5133,17,nula,0
6530,17,informativa,4
7430,17,nula,0
15589,17,nula,0
17512,17,nula,0
20004,17,nula,0
25861,17,nula,0
31415,17,nula,0
35379,17,informativa,6
35598,17,nula,0
44268,17,nula,0
51152,17,no informativa,31
55833,17,nula,0
61272,17,no informativa,5
63458,17,nula,0
68981,17,nula,0
78084,17,nula,0
79701,17,nula,0
80458,17,nula,0
85671,17,nula,0
86461,17,nula,0
90555,17,informativa,16
92066,17,no informativa,109
98835,17,nula,0
103409,17,informativa,1
107780,17,nula,0
112077,17,informativa,124
121145,17,nula,0
124086,17,nula,0
126552,17,nula,0
144062,17,informativa,19
146549,17,nula,0
148357,17,nula,0
152028,17,nula,0
157580,17,nula,0
170948,17,nula,0
174876,17,informativa,136
175446,17,nula,0
183766,17,informativa,97
187582,17,nula,0
187588,17,nula,0
191112,17,nula,0
192419,17,nula,0
197793,17,nula,0
205191,17,informativa,42
206491,17,nula,0
208625,17,nula,0
211236,17,nula,0
219224,17,nula,0
225833,17,nula,0
233649,17,no informativa,3
236258,17,nula,0
255840,17,nula,0
266840,17,nula,0
271656,17,nula,0
275643,17,no informativa,12
276645,17,no informativa,13
281857,17,nula,0
285887,17,nula,0
288367,17,nula,0
291400,17,nula,0
291997,17,informativa,2
305757,17,nula,0
307865,17,informativa,2
314823,17,no informativa,23
316629,17,no informativa,10
320771,17,nula,0
324561,17,nula,0
330297,17,nula,0
337233,17,nula,0
349450,17,nula,0
351198,17,nula,0
356485,17,nula,0
358087,17,no informativa,6
367960,17,nula,0
368350,17,nula,0
368357,17,no informativa,22
371384,17,nula,0
372957,17,nula,0
373744,17,nula,0
395830,17,nula,0
403037,17,nula,0
405382,17,nula,0
410323,17,no informativa,3
411079,17,informativa,2
414130,17,nula,0
422581,17,nula,0
436220,17,nula,0
437539,17,informativa,2
437821,17,nula,0
455460,17,nula,0
458798,17,no informativa,2
468435,17,nula,0
468873,17,nula,0
469831,17,no informativa,6
484575,17,nula,0
489392,17,nula,0
491594,17,nula,0
492982,17,informativa,1500
497940,17,nula,0
499227,17,informativa,23
506663,17,nula,0
510318,17,nula,0
511375,17,nula,0
515665,17,no informativa,26
516797,17,no informativa,3
526852,17,informativa,18
527474,17,nula,0
531226,17,nula,0
534432,17,nula,0
539445,17,nula,0
540809,17,informativa,75
542201,17,nula,0
548195,17,nula,0
548518,17,informativa,237
548724,17,no informativa,6
552044,17,nula,0
554604,17,nula,0
559548,17,nula,0
559860,17,no informativa,3
566551,17,informativa,7
566670,17,informativa,35
573880,17,informativa,74
584551,17,nula,0
598217,17,informativa,2
603504,17,nula,0
605452,17,nula,0
623979,17,nula,0
634298,17,informativa,9
636204,17,nula,0
637502,17,nula,0
646728,17,nula,0
649952,17,nula,0
657401,17,nula,0
664519,17,nula,0
664762,17,no informativa,20
671028,17,nula,0
677153,17,no informativa,5
677600,17,nula,0
679786,17,nula,0
687068,17,nula,0
688745,17,no informativa,9
693173,17,nula,0
698910,17,nula,0
701517,17,informativa,6
706089,17,nula,0
709212,17,informativa,76
709857,17,informativa,1
710342,17,informativa,844
718426,17,nula,0
723920,17,nula,0
724241,17,no informativa,20
725268,17,nula,0
728508,17,nula,0
728859,17,nula,0
734773,17,nula,0
740505,17,nula,0
765046,17,nula,0
766878,17,nula,0
780432,17,informativa,10
786537,17,no informativa,14
800726,17,nula,0
806967,17,nula,0
808426,17,no informativa,41
808910,17,informativa,23
810900,17,no informativa,13
816428,17,nula,0
825772,17,nula,0
826811,17,nula,0
827002,17,no informativa,4
1545,18,nula,0
1809,18,nula,0
2675,18,nula,0
2838,18,nula,0
5527,18,nula,0
5646,18,nula,0
6223,18,nula,0
7259,18,nula,0
7913,18,no informativa,234
8225,18,informativa,248
8506,18,nula,0
8922,18,nula,0
9599,18,nula,0
9622,18,informativa,12
11069,18,nula,0
11070,18,informativa,4
11186,18,informativa,4
11377,18,nula,0
11475,18,informativa,91
13037,18,informativa,5
13227,18,nula,0
15563,18,nula,0
15689,18,informativa,83
16084,18,nula,0
16408,18,informativa,5
16641,18,informativa,4
16696,18,no informativa,4
17843,18,no informativa,3
18696,18,nula,0
19448,18,no informativa,3
20323,18,no informativa,19
21150,18,informativa,4
21408,18,nula,0
21790,18,nula,0
22512,18,nula,0
23133,18,nula,0
23331,18,nula,0
23441,18,no informativa,5
24814,18,nula,0
26651,18,nula,0
28883,18,informativa,5
29621,18,nula,0
30212,18,nula,0
30256,18,informativa,10
30704,18,nula,0
30775,18,nula,0
31842,18,nula,0
32019,18,no informativa,5
32968,18,nula,0
32976,18,nula,0
35398,18,nula,0
36738,18,nula,0
36747,18,no informativa,7
37428,18,no informativa,377
37526,18,informativa,10
37592,18,nula,0
37620,18,nula,0
38228,18,nula,0
39962,18,nula,0
40940,18,no informativa,5
42074,18,nula,0
42814,18,nula,0
43052,18,nula,0
43535,18,nula,0
44316,18,nula,0
45268,18,informativa,125
46097,18,nula,0
47593,18,nula,0
48088,18,nula,0
48709,18,nula,0
48769,18,informativa,4
53226,18,nula,0
53407,18,informativa,7
53628,18,nula,0
54411,18,nula,0
55139,18,informativa,5
55853,18,nula,0
56228,18,nula,0
58224,18,nula,0
58791,18,nula,0
61142,18,nula,0
62699,18,nula,0
64623,18,nula,0
65890,18,nula,0
66009,18,nula,0
66158,18,nula,0
66386,18,no informativa,5
68430,18,informativa,2
69292,18,nula,0
69948,18,nula,0
69980,18,nula,0
70650,18,nula,0
70948,18,informativa,5
70992,18,nula,0
72533,18,no informativa,2
75128,18,no informativa,3
75616,18,nula,0
77986,18,nula,0
79721,18,nula,0
81754,18,nula,0
81860,18,nula,0
82408,18,nula,0
82494,18,informativa,1
83148,18,nula,0
83689,18,no informativa,3
84577,18,informativa,7
85067,18,nula,0
85238,18,nula,0
85783,18,nula,0
86270,18,nula,0
86692,18,no informativa,3
87563,18,no informativa,39
87636,18,no informativa,3
87644,18,nula,0
87811,18,nula,0
88446,18,nula,0
92044,18,nula,0
92066,18,informativa,109
93280,18,no informativa,2
93590,18,nula,0
94615,18,no informativa,5
96199,18,nula,0
96821,18,nula,0
97656,18,informativa,3
98509,18,nula,0
98629,18,no informativa,9
99331,18,nula,0
99584,18,nula,0
99979,18,nula,0
100324,18,nula,0
101501,18,nula,0
102538,18,nula,0
102960,18,informativa,4
104358,18,nula,0
104634,18,nula,0
105693,18,no informativa,3
106111,18,informativa,2
106560,18,informativa,7
107063,18,nula,0
108147,18,informativa,4
110131,18,nula,0
113084,18,informativa,4
113864,18,nula,0
114251,18,informativa,9
114429,18,nula,0
116874,18,no informativa,2
117941,18,nula,0
118608,18,informativa,3
118782,18,nula,0
119343,18,nula,0
122478,18,nula,0
123131,18,nula,0
123466,18,nula,0
125944,18,nula,0
126490,18,nula,0
126901,18,no informativa,5
127753,18,nula,0
127771,18,informativa,17
127776,18,nula,0
127910,18,nula,0
127980,18,nula,0
128320,18,nula,0
128479,18,no informativa,5
130722,18,nula,0
130804,18,nula,0
131122,18,nula,0
131458,18,nula,0
131534,18,nula,0
132276,18,no informativa,3
133338,18,nula,0
134781,18,no informativa,6
135535,18,nula,0
135783,18,nula,0
137973,18,informativa,64
138463,18,no informativa,5
138521,18,informativa,29
139484,18,informativa,2
140961,18,nula,0
141438,18,nula,0
141768,18,informativa,11
141992,18,nula,0
142823,18,nula,0
143733,18,nula,0
147434,18,nula,0
148007,18,nula,0
148129,18,nula,0
148784,18,nula,0
149365,18,nula,0
151316,18,nula,0
152520,18,nula,0
153168,18,nula,0
154060,18,nula,0
154120,18,no informativa,4
155046,18,nula,0
156563,18,nula,0
158073,18,nula,0
159872,18,informativa,4
160357,18,nula,0
163219,18,no informativa,10
163336,18,no informativa,4
164680,18,no informativa,7
167504,18,nula,0
169193,18,nula,0
173403,18,nula,0
173762,18,nula,0
174021,18,nula,0
176441,18,nula,0
177239,18,nula,0
177583,18,nula,0
178643,18,no informativa,3
178777,18,nula,0
180790,18,informativa,7
181246,18,nula,0
181644,18,no informativa,5
183522,18,nula,0
183573,18,informativa,4
184792,18,nula,0
185074,18,nula,0
185773,18,nula,0
187279,18,nula,0
187389,18,nula,0
187738,18,nula,0
188263,18,nula,0
188281,18,informativa,5
189072,18,informativa,3
189860,18,nula,0
190101,18,no informativa,3
190112,18,nula,0
190653,18,nula,0
191843,18,nula,0
192826,18,nula,0
196599,18,no informativa,3
197261,18,no informativa,8
198886,18,nula,0
198925,18,no informativa,2
200272,18,no informativa,2
201116,18,informativa,3
201477,18,nula,0
201632,18,nula,0
201729,18,no informativa,2
201916,18,nula,0
203016,18,no informativa,3
203220,18,nula,0
203255,18,no informativa,2
204160,18,informativa,4
205542,18,nula,0
205770,18,nula,0
205965,18,nula,0
208696,18,nula,0
208703,18,nula,0
208716,18,informativa,30
208848,18,nula,0
208900,18,no informativa,2
209020,18,nula,0
209212,18,nula,0
209221,18,nula,0
210378,18,nula,0
210396,18,no informativa,10
211074,18,no informativa,7
211773,18,no informativa,3
212237,18,nula,0
213205,18,nula,0
213531,18,informativa,7
216025,18,nula,0
216585,18,informativa,2
217090,18,nula,0
